gt_match_id,order_id,expected_amount,currency,status,anomaly_flags
GM023167,ORDGM023167,3610.20,INR,pending,
GM023168,ORDGM023168,7.81,INR,pending,
GM023169,ORDGM023169,518.46,INR,pending,
GM023170,ORDGM023170,2632.66,INR,pending,
GM023171,ORDGM023171,2865.55,INR,pending,
GM023172,ORDGM023172,2868.69,INR,pending,
GM023173,ORDGM023173,2120.46,INR,pending,
GM023174,ORDGM023174,252.34,INR,pending,
GM023175,ORDGM023175,5404.84,INR,pending,
GM023176,ORDGM023176,1087.78,INR,pending,
GM023176R,ORDGM023176R,-1120.62,INR,pending,
GM023177,ORDGM023177,4944.30,INR,pending,
GM023179,ORDGM023179,1600.49,INR,pending,
GM023181,ORDGM023181,950.19,INR,pending,
GM023182,ORDGM023182,289.01,INR,pending,
GM023182R,ORDGM023182R,-293.03,INR,pending,
GM023183,ORDGM023183,453.55,INR,pending,
GM023184,ORDGM023184,786.12,INR,pending,
GM023185,ORDGM023185,2484.37,INR,pending,
GM023186,ORDGM023186,2401.40,INR,pending,
GM023187,ORDGM023187,49.42,INR,pending,
GM023188,ORDGM023188,261.07,INR,pending,
GM023189,ORDGM023189,725.48,INR,pending,
GM023190,ORDGM023190,792.29,INR,pending,
GM023191,ORDGM023191,4792.54,INR,pending,
GM023192,ORDGM023192,941.81,INR,pending,
GM023193,ORDGM023193,1737.37,INR,pending,
GM023194,ORDGM023194,732.61,INR,pending,
GM023195,ORDGM023195,2676.98,INR,pending,
GM023196,ORDGM023196,3268.60,INR,pending,
GM023197,ORDGM023197,814.52,INR,pending,
GM023198,ORDGM023198,1850.77,INR,pending,
GM023199,ORDGM023199,4863.55,INR,pending,
GM023200,ORDGM023200,9825.41,INR,pending,
GM023201,ORDGM023201,710.69,INR,pending,
GM023202,ORDGM023202,201.64,INR,pending,
GM023203,ORDGM023203,286.64,INR,pending,
GM023205,ORDGM023205,3441.30,INR,pending,
GM023206,ORDGM023206,1903.15,INR,pending,
GM023207,ORDGM023207,340.88,INR,pending,
GM023208,ORDGM023208,3889.23,INR,pending,
GM023209,ORDGM023209,6546.70,INR,pending,
GM023210,ORDGM023210,3882.71,INR,pending,
GM023210R,ORDGM023210R,-3934.67,INR,pending,
GM023211,ORDGM023211,1828.63,INR,pending,
GM023212,ORDGM023212,3143.37,INR,pending,
GM023213,ORDGM023213,423.24,INR,pending,
GM023214,ORDGM023214,196.22,INR,pending,
GM023215,ORDGM023215,1392.26,INR,pending,
GM023216,ORDGM023216,2780.23,INR,pending,
GM023217,ORDGM023217,2619.71,INR,pending,
GM023218,ORDGM023218,1176.14,INR,pending,
GM023219,ORDGM023219,731.19,INR,pending,
GM023220,ORDGM023220,383.89,INR,pending,
GM023221,ORDGM023221,182.07,INR,pending,
GM023222,ORDGM023222,4835.56,INR,pending,
GM023223,ORDGM023223,1344.54,INR,pending,
GM023224,ORDGM023224,6683.02,INR,pending,
GM023224R,ORDGM023224R,-6809.47,INR,pending,
GM023225,ORDGM023225,353.12,INR,pending,
GM023226,ORDGM023226,394.93,INR,pending,
GM023227,ORDGM023227,477.61,INR,pending,
GM023228,ORDGM023228,3577.53,INR,pending,
GM023229,ORDGM023229,8361.17,INR,pending,
GM023230,ORDGM023230,7045.68,INR,pending,
GM023230R,ORDGM023230R,-7103.75,INR,pending,
GM023231,ORDGM023231,951.15,INR,pending,
GM023232,ORDGM023232,2079.62,INR,pending,
GM023233,ORDGM023233,3358.74,INR,pending,
GM023233R,ORDGM023233R,-3396.71,INR,pending,
GM023234,ORDGM023234,1004.17,INR,pending,
GM023235,ORDGM023235,413.73,INR,pending,
GM023236,ORDGM023236,2929.35,INR,pending,
GM023237,ORDGM023237,3898.57,INR,pending,
GM023238,ORDGM023238,1667.03,INR,pending,
GM023239,ORDGM023239,221.19,INR,pending,
GM023240,ORDGM023240,1846.39,INR,pending,
GM023241,ORDGM023241,2400.34,INR,pending,
GM023242,ORDGM023242,2380.97,INR,pending,
GM023243,ORDGM023243,2002.12,INR,pending,
GM023244,ORDGM023244,1200.49,INR,pending,
GM023244R,ORDGM023244R,-1248.68,INR,pending,
GM023245,ORDGM023245,1320.14,INR,pending,
GM023246,ORDGM023246,3070.82,INR,pending,
GM023247,ORDGM023247,43.65,INR,pending,
GM023248,ORDGM023248,900.42,INR,pending,
GM023249,ORDGM023249,1069.38,INR,pending,
GM023250,ORDGM023250,272.05,INR,pending,
GM023251,ORDGM023251,7388.66,INR,pending,
GM023252,ORDGM023252,2365.62,INR,pending,
GM023254,ORDGM023254,1165.48,INR,pending,
GM023255,ORDGM023255,4857.01,INR,pending,
GM023256,ORDGM023256,2408.96,INR,pending,
GM023257,ORDGM023257,1371.16,INR,pending,
GM023258,ORDGM023258,102.53,INR,pending,
GM023259,ORDGM023259,4159.11,INR,pending,
GM023260,ORDGM023260,234.12,INR,pending,
GM023261,ORDGM023261,3826.17,INR,pending,
GM023262,ORDGM023262,161.85,INR,pending,
GM023263,ORDGM023263,1039.11,INR,pending,
GM023264,ORDGM023264,3167.40,INR,pending,
GM023265,ORDGM023265,558.47,INR,pending,
GM023266,ORDGM023266,3013.00,INR,pending,
GM023267,ORDGM023267,334.73,INR,pending,
GM023268,ORDGM023268,460.37,INR,pending,
GM023269,ORDGM023269,4737.12,INR,pending,
GM023270,ORDGM023270,381.39,INR,pending,
GM023271,ORDGM023271,775.61,INR,pending,
GM023272,ORDGM023272,820.24,INR,pending,
GM023273,ORDGM023273,6415.02,INR,pending,
GM023275,ORDGM023275,942.41,INR,pending,
GM023276,ORDGM023276,416.88,INR,pending,
GM023277,ORDGM023277,705.80,INR,pending,
GM023279,ORDGM023279,337.29,INR,pending,
GM023280,ORDGM023280,2904.73,INR,pending,
GM023281,ORDGM023281,1984.57,INR,pending,
GM023282,ORDGM023282,799.50,INR,pending,
GM023283,ORDGM023283,1440.65,INR,pending,
GM023284,ORDGM023284,852.25,INR,pending,
GM023285,ORDGM023285,3988.75,INR,pending,
GM023286,ORDGM023286,3390.39,INR,pending,
GM023287,ORDGM023287,2706.19,INR,pending,
GM023288,ORDGM023288,1220.87,INR,pending,
GM023289,ORDGM023289,1349.26,INR,pending,
GM023290,ORDGM023290,104.97,INR,pending,
GM023291,ORDGM023291,780.55,INR,pending,
GM023292,ORDGM023292,1830.96,INR,pending,
GM023293,ORDGM023293,3653.13,INR,pending,
GM023294,ORDGM023294,1548.46,INR,pending,
GM023295,ORDGM023295,467.29,INR,pending,
GM023296,ORDGM023296,285.39,INR,pending,
GM023297,ORDGM023297,1369.55,INR,pending,
GM023298,ORDGM023298,1616.90,INR,pending,
GM023299,ORDGM023299,1815.54,INR,pending,
GM023299R,ORDGM023299R,-1876.84,INR,pending,
GM023300,ORDGM023300,3167.53,INR,pending,
GM023301,ORDGM023301,3104.62,INR,pending,
GM023302,ORDGM023302,266.42,INR,pending,
GM023303,ORDGM023303,2907.52,INR,pending,
GM023304,ORDGM023304,1608.88,INR,pending,
GM023305,ORDGM023305,523.02,INR,pending,
GM023306,ORDGM023306,2023.16,INR,pending,
GM023307,ORDGM023307,2073.50,INR,pending,
GM023308,ORDGM023308,3273.17,INR,pending,
GM023309,ORDGM023309,110.18,INR,pending,
GM023310,ORDGM023310,2687.42,INR,pending,
GM023311,ORDGM023311,768.68,INR,pending,
GM023311R,ORDGM023311R,-799.23,INR,pending,
GM023312,ORDGM023312,2960.11,INR,pending,
GM023313,ORDGM023313,538.12,INR,pending,
GM023314,ORDGM023314,589.22,INR,pending,
GM023314R,ORDGM023314R,-600.32,INR,pending,
GM023315,ORDGM023315,1741.27,INR,pending,
GM023316,ORDGM023316,2502.18,INR,pending,
GM023317,ORDGM023317,648.17,INR,pending,
GM023318,ORDGM023318,957.18,INR,pending,
GM023319,ORDGM023319,441.29,INR,pending,
GM023320,ORDGM023320,2849.37,INR,pending,
GM023321,ORDGM023321,2.64,INR,pending,
GM023322,ORDGM023322,4226.25,INR,pending,
GM023323,ORDGM023323,1137.57,INR,pending,
GM023324,ORDGM023324,1515.46,INR,pending,
GM023325,ORDGM023325,3042.74,INR,pending,
GM023326,ORDGM023326,2115.98,INR,pending,
GM023327,ORDGM023327,6031.74,INR,pending,
GM023328,ORDGM023328,2115.64,INR,pending,
GM023329,ORDGM023329,2140.57,INR,pending,
GM023330,ORDGM023330,762.03,INR,pending,
GM023331,ORDGM023331,5554.32,INR,pending,
GM023332,ORDGM023332,3073.46,INR,pending,
GM023334,ORDGM023334,2520.40,INR,pending,
GM023335,ORDGM023335,1147.54,INR,pending,
GM023336,ORDGM023336,1086.68,INR,pending,
GM023337,ORDGM023337,2165.70,INR,pending,
GM023338,ORDGM023338,376.70,INR,pending,
GM023339,ORDGM023339,529.59,INR,pending,
GM023340,ORDGM023340,4914.82,INR,pending,
GM023341,ORDGM023341,1918.11,INR,pending,
GM023342,ORDGM023342,3010.96,INR,pending,
GM023343,ORDGM023343,2487.37,INR,pending,
GM023344,ORDGM023344,105.72,INR,pending,
GM023345,ORDGM023345,988.96,INR,pending,
GM023346,ORDGM023346,35.28,INR,pending,
GM023347,ORDGM023347,500.35,INR,pending,
GM023349,ORDGM023349,1753.06,INR,pending,
GM023350,ORDGM023350,1345.83,INR,pending,
GM023351,ORDGM023351,269.80,INR,pending,
GM023352,ORDGM023352,2571.56,INR,pending,
GM023353,ORDGM023353,2328.73,INR,pending,
GM023354,ORDGM023354,2492.01,INR,pending,
GM023356,ORDGM023356,3105.70,INR,pending,
GM023357,ORDGM023357,2219.79,INR,pending,
GM023358,ORDGM023358,1844.97,INR,pending,
GM023359,ORDGM023359,990.30,INR,pending,
GM023360,ORDGM023360,815.53,INR,pending,
GM023361,ORDGM023361,815.42,INR,pending,
GM023363,ORDGM023363,179.29,INR,pending,
GM023364,ORDGM023364,510.49,INR,pending,
GM023365,ORDGM023365,1845.20,INR,pending,
GM023366,ORDGM023366,2453.14,INR,pending,
GM023367,ORDGM023367,361.94,INR,pending,
GM023368,ORDGM023368,138.74,INR,pending,
GM023369,ORDGM023369,1241.28,INR,pending,
GM023370,ORDGM023370,1486.10,INR,pending,
GM023372,ORDGM023372,150.95,INR,pending,
GM023373,ORDGM023373,549.11,INR,pending,
GM023374,ORDGM023374,2.67,INR,pending,
GM023375,ORDGM023375,2833.53,INR,pending,
GM023376,ORDGM023376,478.18,INR,pending,
GM023377,ORDGM023377,315.76,INR,pending,
GM023378,ORDGM023378,440.59,INR,pending,
GM023379,ORDGM023379,1795.31,INR,pending,
GM023380,ORDGM023380,2304.28,INR,pending,
GM023381,ORDGM023381,231.02,INR,pending,
GM023382,ORDGM023382,358.81,INR,pending,
GM023383,ORDGM023383,1434.22,INR,pending,
GM023383R,ORDGM023383R,-1457.21,INR,pending,
GM023384,ORDGM023384,521.06,INR,pending,
GM023385,ORDGM023385,8076.66,INR,pending,
GM023386,ORDGM023386,516.68,INR,pending,
GM023387,ORDGM023387,9419.44,INR,pending,
GM023388,ORDGM023388,3988.98,INR,pending,
GM023389,ORDGM023389,3548.27,INR,pending,
GM023390,ORDGM023390,726.79,INR,pending,
GM023391,ORDGM023391,319.02,INR,pending,
GM023392,ORDGM023392,402.17,INR,pending,
GM023393,ORDGM023393,1753.33,INR,pending,
GM023394,ORDGM023394,3255.32,INR,pending,
GM023395,ORDGM023395,2531.18,INR,pending,
GM023396,ORDGM023396,566.63,INR,pending,
GM023397,ORDGM023397,1921.76,INR,pending,
GM023398,ORDGM023398,1097.12,INR,pending,
GM023399,ORDGM023399,298.08,INR,pending,
GM023400,ORDGM023400,544.72,INR,pending,
GM023401,ORDGM023401,67.61,INR,pending,
GM023402,ORDGM023402,258.86,INR,pending,
GM023403,ORDGM023403,648.37,INR,pending,
GM023405,ORDGM023405,639.74,INR,pending,
GM023406,ORDGM023406,3157.26,INR,pending,
GM023407,ORDGM023407,1996.08,INR,pending,
GM023408,ORDGM023408,978.95,INR,pending,
GM023409,ORDGM023409,1235.68,INR,pending,
GM023410,ORDGM023410,2911.17,INR,pending,
GM023411,ORDGM023411,378.60,INR,pending,
GM023412,ORDGM023412,449.11,INR,pending,
GM023413,ORDGM023413,358.77,INR,pending,
GM023414,ORDGM023414,549.05,INR,pending,
GM023416,ORDGM023416,1243.94,INR,pending,
GM023417,ORDGM023417,315.56,INR,pending,
GM023418,ORDGM023418,1101.70,INR,pending,
GM023419,ORDGM023419,641.53,INR,pending,
GM023420,ORDGM023420,175.20,INR,pending,
GM023421,ORDGM023421,245.16,INR,pending,
GM023422,ORDGM023422,985.58,INR,pending,
GM023423,ORDGM023423,2114.57,INR,pending,
GM023424,ORDGM023424,3015.53,INR,pending,
GM023425,ORDGM023425,7211.47,INR,pending,
GM023426,ORDGM023426,19.64,INR,pending,
GM023427,ORDGM023427,3995.37,INR,pending,
GM023428,ORDGM023428,585.76,INR,pending,
GM023429,ORDGM023429,178.04,INR,pending,
GM023430,ORDGM023430,129.23,INR,pending,
GM023431,ORDGM023431,1148.38,INR,pending,
GM023432,ORDGM023432,3138.16,INR,pending,
GM023433,ORDGM023433,458.38,INR,pending,
GM023434,ORDGM023434,501.32,INR,pending,
GM023435,ORDGM023435,1929.23,INR,pending,
GM023436,ORDGM023436,140.79,INR,pending,
GM023437,ORDGM023437,696.09,INR,pending,
GM023438,ORDGM023438,1132.21,INR,pending,
GM023439,ORDGM023439,3423.17,INR,pending,
GM023440,ORDGM023440,677.22,INR,pending,
GM023441,ORDGM023441,384.88,INR,pending,
GM023442,ORDGM023442,156.93,INR,pending,
GM023443,ORDGM023443,47.11,INR,pending,
GM023444,ORDGM023444,2365.85,INR,pending,
GM023445,ORDGM023445,273.47,INR,pending,
GM023446,ORDGM023446,880.87,INR,pending,
GM023447,ORDGM023447,323.89,INR,pending,
GM023448,ORDGM023448,5328.86,INR,pending,
GM023448R,ORDGM023448R,-5421.35,INR,pending,
GM023449,ORDGM023449,3312.32,INR,pending,
GM023450,ORDGM023450,1885.04,INR,pending,
GM023451,ORDGM023451,614.92,INR,pending,
GM023452,ORDGM023452,4784.30,INR,pending,
GM023453,ORDGM023453,3270.76,INR,pending,
GM023454,ORDGM023454,331.97,INR,pending,
GM023455,ORDGM023455,2156.28,INR,pending,
GM023456,ORDGM023456,690.46,INR,pending,
GM023457,ORDGM023457,438.74,INR,pending,
GM023459,ORDGM023459,317.29,INR,pending,
GM023460,ORDGM023460,128.37,INR,pending,
GM023461,ORDGM023461,841.35,INR,pending,
GM023462,ORDGM023462,3186.91,INR,pending,
GM023463,ORDGM023463,2119.93,INR,pending,
GM023464,ORDGM023464,557.48,INR,pending,
GM023465,ORDGM023465,1370.39,INR,pending,
GM023466,ORDGM023466,2458.13,INR,pending,
GM023467,ORDGM023467,1770.23,INR,pending,
GM023468,ORDGM023468,258.98,INR,pending,
GM023469,ORDGM023469,97.03,INR,pending,
GM023470,ORDGM023470,674.33,INR,pending,
GM023471,ORDGM023471,2523.66,INR,pending,
GM023472,ORDGM023472,1253.25,INR,pending,
GM023473,ORDGM023473,1232.09,INR,pending,
GM023474,ORDGM023474,324.41,INR,pending,
GM023475,ORDGM023475,1199.82,INR,pending,
GM023476,ORDGM023476,4085.10,INR,pending,
GM023477,ORDGM023477,2569.77,INR,pending,
GM023479,ORDGM023479,1975.18,INR,pending,
GM023480,ORDGM023480,1388.33,INR,pending,
GM023481,ORDGM023481,818.34,INR,pending,
GM023482,ORDGM023482,2702.71,INR,pending,
GM023483,ORDGM023483,538.88,INR,pending,
GM023484,ORDGM023484,7.36,INR,pending,
GM023485,ORDGM023485,1125.08,INR,pending,
GM023486,ORDGM023486,4596.74,INR,pending,
GM023487,ORDGM023487,3427.18,INR,pending,
GM023488,ORDGM023488,442.29,INR,pending,
GM023489,ORDGM023489,4132.61,INR,pending,
GM023490,ORDGM023490,737.45,INR,pending,
GM023490R,ORDGM023490R,-756.86,INR,pending,
GM023491,ORDGM023491,1421.11,INR,pending,
GM023492,ORDGM023492,3037.37,INR,pending,
GM023493,ORDGM023493,1233.78,INR,pending,
GM023494,ORDGM023494,1462.37,INR,pending,
GM023495,ORDGM023495,173.77,INR,pending,
GM023496,ORDGM023496,2898.59,INR,pending,
GM023497,ORDGM023497,6641.88,INR,pending,
GM023498,ORDGM023498,2410.04,INR,pending,
GM023499,ORDGM023499,1475.19,INR,pending,
GM023500,ORDGM023500,111.79,INR,pending,
GM023501,ORDGM023501,4925.83,INR,pending,
GM023502,ORDGM023502,2654.51,INR,pending,
GM023503,ORDGM023503,993.85,INR,pending,
GM023504,ORDGM023504,2146.59,INR,pending,
GM023506,ORDGM023506,1548.85,INR,pending,
GM023507,ORDGM023507,5245.83,INR,pending,
GM023508,ORDGM023508,7905.23,INR,pending,
GM023509,ORDGM023509,1725.04,INR,pending,
GM023510,ORDGM023510,5430.03,INR,pending,
GM023511,ORDGM023511,185.07,INR,pending,
GM023512,ORDGM023512,1602.79,INR,pending,
GM023513,ORDGM023513,455.77,INR,pending,
GM023514,ORDGM023514,2440.05,INR,pending,
GM023515,ORDGM023515,34.81,INR,pending,
GM023516,ORDGM023516,4291.71,INR,pending,
GM023517,ORDGM023517,3715.24,INR,pending,
GM023518,ORDGM023518,2.56,INR,pending,
GM023519,ORDGM023519,381.87,INR,pending,
GM023520,ORDGM023520,748.71,INR,pending,
GM023521,ORDGM023521,2974.44,INR,pending,
GM023522,ORDGM023522,149.64,INR,pending,
GM023523,ORDGM023523,3133.08,INR,pending,
GM023524,ORDGM023524,462.63,INR,pending,
GM023525,ORDGM023525,2789.59,INR,pending,
GM023526,ORDGM023526,5646.11,INR,pending,
GM023527,ORDGM023527,187.89,INR,pending,
GM023529,ORDGM023529,572.08,INR,pending,
GM023530,ORDGM023530,801.60,INR,pending,
GM023531,ORDGM023531,3871.69,INR,pending,
GM023533,ORDGM023533,3267.11,INR,pending,
GM023533R,ORDGM023533R,-3309.02,INR,pending,
GM023535,ORDGM023535,3438.81,INR,pending,
GM023535R,ORDGM023535R,-3469.78,INR,pending,
GM023536,ORDGM023536,495.19,INR,pending,
GM023537,ORDGM023537,257.75,INR,pending,
GM023538,ORDGM023538,5744.30,INR,pending,
GM023539,ORDGM023539,267.11,INR,pending,
GM023540,ORDGM023540,1176.97,INR,pending,
GM023541,ORDGM023541,5015.35,INR,pending,
GM023543,ORDGM023543,4167.47,INR,pending,
GM023544,ORDGM023544,136.86,INR,pending,
GM023545,ORDGM023545,232.78,INR,pending,
GM023546,ORDGM023546,5312.40,INR,pending,
GM023547,ORDGM023547,1821.42,INR,pending,
GM023548,ORDGM023548,1342.02,INR,pending,
GM023550,ORDGM023550,1101.11,INR,pending,
GM023551,ORDGM023551,3783.06,INR,pending,
GM023552,ORDGM023552,2297.48,INR,pending,
GM023553,ORDGM023553,945.46,INR,pending,
GM023554,ORDGM023554,1125.60,INR,pending,
GM023555,ORDGM023555,622.33,INR,pending,
GM023556,ORDGM023556,371.71,INR,pending,
GM023557,ORDGM023557,3576.44,INR,pending,
GM023558,ORDGM023558,1057.82,INR,pending,
GM023559,ORDGM023559,1893.58,INR,pending,
GM023560,ORDGM023560,1307.98,INR,pending,
GM023561,ORDGM023561,1015.21,INR,pending,
GM023562,ORDGM023562,4770.33,INR,pending,
GM023563,ORDGM023563,4435.03,INR,pending,
GM023564,ORDGM023564,1067.84,INR,pending,
GM023565,ORDGM023565,954.37,INR,pending,
GM023566,ORDGM023566,2532.65,INR,pending,
GM023567,ORDGM023567,1239.87,INR,pending,
GM023568,ORDGM023568,394.66,INR,pending,
GM023570,ORDGM023570,3112.65,INR,pending,
GM023572,ORDGM023572,152.77,INR,pending,
GM023574,ORDGM023574,187.68,INR,pending,
GM023575,ORDGM023575,1776.08,INR,pending,
GM023576,ORDGM023576,2120.74,INR,pending,
GM023577,ORDGM023577,2873.52,INR,pending,
GM023578,ORDGM023578,3847.58,INR,pending,
GM023579,ORDGM023579,245.02,INR,pending,
GM023580,ORDGM023580,280.86,INR,pending,
GM023581,ORDGM023581,2628.35,INR,pending,
GM023582,ORDGM023582,1286.34,INR,pending,
GM023582R,ORDGM023582R,-1313.81,INR,pending,
GM023583,ORDGM023583,653.72,INR,pending,
GM023584,ORDGM023584,1379.81,INR,pending,
GM023585,ORDGM023585,503.32,INR,pending,
GM023586,ORDGM023586,1589.38,INR,pending,
GM023587,ORDGM023587,35.87,INR,pending,
GM023589,ORDGM023589,883.81,INR,pending,
GM023591,ORDGM023591,1002.41,INR,pending,
GM023592,ORDGM023592,3984.36,INR,pending,
GM023593,ORDGM023593,3016.27,INR,pending,
GM023594,ORDGM023594,3030.70,INR,pending,
GM023595,ORDGM023595,567.09,INR,pending,
GM023596,ORDGM023596,4020.45,INR,pending,
GM023597,ORDGM023597,6913.40,INR,pending,
GM023598,ORDGM023598,2480.24,INR,pending,
GM023599,ORDGM023599,3578.17,INR,pending,
GM023600,ORDGM023600,4451.31,INR,pending,
GM023601,ORDGM023601,5115.43,INR,pending,
GM023602,ORDGM023602,5825.67,INR,pending,
GM023603,ORDGM023603,139.87,INR,pending,
GM023604,ORDGM023604,4910.53,INR,pending,
GM023605,ORDGM023605,4948.09,INR,pending,
GM023606,ORDGM023606,955.96,INR,pending,
GM023607,ORDGM023607,743.70,INR,pending,
GM023608,ORDGM023608,2205.26,INR,pending,
GM023609,ORDGM023609,454.17,INR,pending,
GM023611,ORDGM023611,440.72,INR,pending,
GM023612,ORDGM023612,219.32,INR,pending,
GM023614,ORDGM023614,371.79,INR,pending,
GM023614R,ORDGM023614R,-385.01,INR,pending,
GM023615,ORDGM023615,302.44,INR,pending,
GM023616,ORDGM023616,3048.25,INR,pending,
GM023617,ORDGM023617,107.08,INR,pending,
GM023618,ORDGM023618,2589.91,INR,pending,
GM023619,ORDGM023619,173.99,INR,pending,
GM023620,ORDGM023620,1380.25,INR,pending,
GM023621,ORDGM023621,855.74,INR,pending,
GM023622,ORDGM023622,749.10,INR,pending,
GM023623,ORDGM023623,4462.30,INR,pending,
GM023624,ORDGM023624,1155.99,INR,pending,
GM023625,ORDGM023625,2017.18,INR,pending,
GM023626,ORDGM023626,1246.36,INR,pending,
GM023626R,ORDGM023626R,-1301.23,INR,pending,
GM023627,ORDGM023627,620.68,INR,pending,
GM023628,ORDGM023628,353.84,INR,pending,
GM023629,ORDGM023629,48.62,INR,pending,
GM023630,ORDGM023630,79.99,INR,pending,
GM023631,ORDGM023631,39.16,INR,pending,
GM023632,ORDGM023632,391.34,INR,pending,
GM023633,ORDGM023633,1889.54,INR,pending,
GM023634,ORDGM023634,1702.91,INR,pending,
GM023635,ORDGM023635,2574.73,INR,pending,
GM023636,ORDGM023636,492.53,INR,pending,
GM023637,ORDGM023637,969.11,INR,pending,
GM023638,ORDGM023638,1684.33,INR,pending,
GM023639,ORDGM023639,1566.80,INR,pending,
GM023640,ORDGM023640,657.57,INR,pending,
GM023641,ORDGM023641,1454.41,INR,pending,
GM023642,ORDGM023642,2896.15,INR,pending,
GM023643,ORDGM023643,5539.02,INR,pending,
GM023644,ORDGM023644,1398.77,INR,pending,
GM023645,ORDGM023645,1346.87,INR,pending,
GM023646,ORDGM023646,566.61,INR,pending,
GM023647,ORDGM023647,747.27,INR,pending,
GM023648,ORDGM023648,490.72,INR,pending,
GM023649,ORDGM023649,889.52,INR,pending,
GM023650,ORDGM023650,3004.91,INR,pending,
GM023652,ORDGM023652,4944.24,INR,pending,
GM023653,ORDGM023653,4975.61,INR,pending,
GM023654,ORDGM023654,2056.63,INR,pending,
GM023654R,ORDGM023654R,-2109.02,INR,pending,
GM023655,ORDGM023655,3195.45,INR,pending,
GM023656,ORDGM023656,35.20,INR,pending,
GM023657,ORDGM023657,1117.98,INR,pending,
GM023658,ORDGM023658,707.44,INR,pending,
GM023659,ORDGM023659,492.45,INR,pending,
GM023660,ORDGM023660,2697.25,INR,pending,
GM023661,ORDGM023661,2773.89,INR,pending,
GM023662,ORDGM023662,580.52,INR,pending,
GM023663,ORDGM023663,488.62,INR,pending,
GM023664,ORDGM023664,671.10,INR,pending,
GM023665,ORDGM023665,145.51,INR,pending,
GM023666,ORDGM023666,923.06,INR,pending,
GM023667,ORDGM023667,5159.50,INR,pending,
GM023668,ORDGM023668,1726.81,INR,pending,
GM023669,ORDGM023669,2665.66,INR,pending,
GM023671,ORDGM023671,53.56,INR,pending,
GM023672,ORDGM023672,405.27,INR,pending,
GM023673,ORDGM023673,2650.10,INR,pending,
GM023674,ORDGM023674,2826.07,INR,pending,
GM023675,ORDGM023675,1018.72,INR,pending,
GM023676,ORDGM023676,174.33,INR,pending,
GM023677,ORDGM023677,696.40,INR,pending,
GM023678,ORDGM023678,504.61,INR,pending,
GM023678R,ORDGM023678R,-529.01,INR,pending,
GM023679,ORDGM023679,4228.19,INR,pending,
GM023680,ORDGM023680,4137.66,INR,pending,
GM023681,ORDGM023681,570.21,INR,pending,
GM023682,ORDGM023682,3658.22,INR,pending,
GM023683,ORDGM023683,5379.08,INR,pending,
GM023684,ORDGM023684,2289.81,INR,pending,
GM023685,ORDGM023685,28.84,INR,pending,
GM023686,ORDGM023686,424.51,INR,pending,
GM023687,ORDGM023687,244.24,INR,pending,
GM023688,ORDGM023688,2788.95,INR,pending,
GM023689,ORDGM023689,2384.63,INR,pending,
GM023690,ORDGM023690,1223.90,INR,pending,
GM023691,ORDGM023691,4105.08,INR,pending,
GM023692,ORDGM023692,1677.91,INR,pending,
GM023693,ORDGM023693,3161.58,INR,pending,
GM023694,ORDGM023694,741.12,INR,pending,
GM023695,ORDGM023695,801.57,INR,pending,
GM023696,ORDGM023696,2703.02,INR,pending,
GM023697,ORDGM023697,398.64,INR,pending,
GM023698,ORDGM023698,364.60,INR,pending,
GM023699,ORDGM023699,1670.24,INR,pending,
GM023700,ORDGM023700,612.03,INR,pending,
GM023701,ORDGM023701,834.90,INR,pending,
GM023702,ORDGM023702,1448.97,INR,pending,
GM023703,ORDGM023703,251.54,INR,pending,
GM023704,ORDGM023704,2928.67,INR,pending,
GM023706,ORDGM023706,148.62,INR,pending,
GM023707,ORDGM023707,5167.72,INR,pending,
GM023708,ORDGM023708,6860.63,INR,pending,
GM023709,ORDGM023709,1337.59,INR,pending,
GM023709R,ORDGM023709R,-1348.72,INR,pending,
GM023710,ORDGM023710,535.30,INR,pending,
GM023711,ORDGM023711,1962.05,INR,pending,
GM023711R,ORDGM023711R,-2000.97,INR,pending,
GM023712,ORDGM023712,1871.01,INR,pending,
GM023713,ORDGM023713,4902.78,INR,pending,
GM023714,ORDGM023714,120.74,INR,pending,
GM023715,ORDGM023715,34.35,INR,pending,
GM023716,ORDGM023716,4422.46,INR,pending,
GM023717,ORDGM023717,1064.42,INR,pending,
GM023718,ORDGM023718,3409.62,INR,pending,
GM023719,ORDGM023719,2936.28,INR,pending,
GM023720,ORDGM023720,5632.98,INR,pending,
GM023721,ORDGM023721,2923.07,INR,pending,
GM023722,ORDGM023722,269.33,INR,pending,
GM023723,ORDGM023723,3278.00,INR,pending,
GM023724,ORDGM023724,648.96,INR,pending,
GM023725,ORDGM023725,636.25,INR,pending,
GM023726,ORDGM023726,601.41,INR,pending,
GM023727,ORDGM023727,3853.14,INR,pending,
GM023728,ORDGM023728,4082.27,INR,pending,
GM023729,ORDGM023729,6285.41,INR,pending,
GM023731,ORDGM023731,2280.39,INR,pending,
GM023732,ORDGM023732,945.29,INR,pending,
GM023733,ORDGM023733,397.51,INR,pending,
GM023734,ORDGM023734,2596.26,INR,pending,
GM023734R,ORDGM023734R,-2622.40,INR,pending,
GM023735,ORDGM023735,257.73,INR,pending,
GM023736,ORDGM023736,398.84,INR,pending,
GM023736R,ORDGM023736R,-549.86,INR,pending,
GM023737,ORDGM023737,3835.84,INR,pending,
GM023738,ORDGM023738,5953.85,INR,pending,
GM023739,ORDGM023739,2572.61,INR,pending,
